// JOGOS
// Version 1.01
// File Date:2021/04/06 09:37:12
// (C) 2020 JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
Model=JOGOS

[Head]
SondeName=ASTD152-ALC-R02
SondeNo=0237
SensorType=D0D1T1C1C2K0U3O0TOB0
SensorType2=06070303000202020302
Channel=10
Comment=
MeasMode=0

PreHeat=5000
Interval=100
SampleCnt=6240

StartTime=2021/02/27 07:55:14
EndTime=2021/02/27 08:05:37

DepAdjRho=1.0250

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=0
PC_SWC=0
PC_SWD=0

DepthZero=0
StartDepthA=0
StartDepthB=0

FilmNo=132001A

CondDepB=0
DepM=0

FormulaDOM=0
ExplanationDOM=Weiss (1970)

CoefDate=2013/07/08

Ch1=-7.85300379e-01,2.394208470e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.63364400e00,1.067494000e-03,-1.24584300e-08,2.836957000e-13,-3.37097900e-18,2.420048000e-23,0.000000000e00,0.000000000e00,
Ch4=1.394719000e-03,3.828444000e01,-2.63250700e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-4.938645000000,7.551445000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch7=-9.054095000000,1.394010000e-02,4.966240000e-08,2.081400000e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch8=-4.43118500e01,2.409749000e06,-6.22440000e03,1.040000000e-02,4.500000000e-03,0.000000000e00,0.000000000e00,1.0000000000000,
Ch9=-5.46463000e00,1.026533000e-03,-8.39820400e-09,1.096716000e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Measurement Date/Time,Press. [dbar],Temp. [℃],Salinity,Cond. [mS/cm],EC [μS/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [ppb],Turb. [FTU],DO [%],DO [mg/l],DO [μmol/l],Batt. [V]
2021/02/27 08:03:01,16.329,25.296,22.296,35.624,35393.961,1013.758,13.687,2.25,2.25,27.54,71.01,5.118,159.936,8.38,
2021/02/27 08:03:01,16.305,25.280,22.261,35.562,35344.490,1013.736,13.665,1.10,1.10,13.36,64.22,4.629,144.658,8.40,
2021/02/27 08:03:01,16.281,25.271,22.266,35.563,35352.660,1013.743,13.671,0.56,0.56,6.59,58.43,4.211,131.592,8.38,
2021/02/27 08:03:02,16.257,25.266,22.264,35.557,35349.907,1013.742,13.671,0.30,0.30,3.41,53.94,3.887,121.487,8.39,
2021/02/27 08:03:02,16.257,25.262,22.267,35.559,35354.630,1013.746,13.675,0.17,0.17,1.78,50.32,3.626,113.329,8.38,
2021/02/27 08:03:02,16.281,25.261,22.266,35.556,35352.718,1013.745,13.674,0.11,0.11,0.98,47.40,3.416,106.753,8.39,
2021/02/27 08:03:02,16.281,25.259,22.260,35.546,35344.520,1013.741,13.670,0.08,0.08,0.60,45.03,3.245,101.413,8.38,
2021/02/27 08:03:02,16.257,25.258,22.251,35.533,35332.764,1013.735,13.664,0.06,0.06,0.39,43.04,3.101,96.922,8.37,
2021/02/27 08:03:02,16.257,25.257,22.248,35.528,35328.009,1013.733,13.662,0.05,0.05,0.25,41.31,2.977,93.028,8.38,
2021/02/27 08:03:02,16.209,25.257,22.259,35.543,35342.962,1013.741,13.670,0.04,0.04,0.18,39.80,2.868,89.620,8.39,
2021/02/27 08:03:02,16.161,25.266,22.484,35.875,35666.216,1013.907,13.837,0.04,0.04,1.34,38.35,2.760,86.250,8.39,
2021/02/27 08:03:02,16.137,25.316,22.643,36.140,35890.517,1014.012,13.941,0.04,0.04,9.11,36.72,2.640,82.514,8.39,
2021/02/27 08:03:02,16.065,25.352,22.554,36.036,35759.141,1013.934,13.864,0.03,0.03,21.28,34.73,2.498,78.076,8.39,
2021/02/27 08:03:03,15.993,25.366,22.495,35.962,35674.371,1013.886,13.816,0.05,0.05,55.54,32.81,2.362,73.810,8.39,
2021/02/27 08:03:03,15.874,25.379,22.488,35.961,35663.609,1013.876,13.807,0.24,0.24,114.80,31.28,2.251,70.363,8.39,
2021/02/27 08:03:03,15.754,25.386,22.519,36.011,35707.492,1013.897,13.828,0.59,0.59,146.84,30.19,2.173,67.900,8.39,
2021/02/27 08:03:03,15.658,25.389,22.565,36.078,35771.940,1013.930,13.861,0.72,0.72,167.86,29.42,2.117,66.167,8.38,
2021/02/27 08:03:03,15.538,25.390,22.595,36.123,35815.463,1013.952,13.884,0.91,0.91,168.42,28.92,2.081,65.023,8.39,
2021/02/27 08:03:03,15.514,25.390,22.541,36.045,35738.234,1013.911,13.843,1.03,1.03,143.05,28.63,2.061,64.411,8.40,
2021/02/27 08:03:03,15.419,25.389,22.548,36.054,35747.743,1013.916,13.849,1.35,1.35,124.99,28.51,2.053,64.146,8.39,
2021/02/27 08:03:03,15.299,25.389,22.565,36.079,35772.638,1013.929,13.862,3.22,3.22,142.69,28.61,2.059,64.355,8.41,
2021/02/27 08:03:03,15.179,25.390,22.928,36.603,36291.836,1014.200,14.134,31.60,31.60,531.53,29.14,2.093,65.410,8.40,
2021/02/27 08:03:03,15.036,25.390,23.543,37.489,37170.445,1014.661,14.596,69.38,69.38,865.63,30.66,2.195,68.584,8.40,
2021/02/27 08:03:04,14.916,25.389,23.705,37.722,37401.637,1014.783,14.718,107.69,107.69,911.98,32.89,2.352,73.513,8.40,
2021/02/27 08:03:04,14.844,25.389,28.900,45.082,44698.921,1018.688,18.623,120.34,120.34,808.25,35.71,2.480,77.497,8.41,
2021/02/27 08:03:04,14.748,25.389,32.255,49.733,49311.051,1021.215,21.151,115.90,115.90,543.58,39.16,2.668,83.386,8.41,
2021/02/27 08:03:04,14.629,25.388,32.490,50.056,49631.612,1021.392,21.328,95.42,95.42,373.86,43.10,2.932,91.645,8.41,
2021/02/27 08:03:04,14.533,25.389,32.541,50.126,49700.510,1021.429,21.366,87.17,87.17,292.99,47.27,3.216,100.496,8.41,
2021/02/27 08:03:04,14.413,25.390,32.533,50.115,49688.791,1021.422,21.360,110.65,110.65,357.86,51.65,3.514,109.810,8.41,
2021/02/27 08:03:04,14.269,25.390,32.543,50.130,49703.696,1021.430,21.368,106.82,106.82,328.16,55.85,3.799,118.728,8.41,
2021/02/27 08:03:04,14.150,25.391,32.567,50.163,49735.880,1021.447,21.386,79.49,79.49,255.65,59.50,4.047,126.466,8.40,
2021/02/27 08:03:04,14.054,25.391,32.585,50.187,49759.382,1021.459,21.399,56.74,56.74,184.38,62.52,4.251,132.866,8.41,
2021/02/27 08:03:04,13.982,25.391,32.603,50.213,49784.511,1021.473,21.413,36.55,36.55,116.66,65.03,4.422,138.193,8.40,
2021/02/27 08:03:05,13.862,25.391,32.603,50.213,49784.690,1021.473,21.413,25.39,25.39,81.10,67.08,4.561,142.546,8.40,
2021/02/27 08:03:05,13.767,25.392,32.602,50.212,49783.102,1021.471,21.412,19.43,19.43,62.12,68.97,4.690,146.571,8.40,
2021/02/27 08:03:05,13.671,25.393,32.594,50.202,49771.396,1021.464,21.405,19.97,19.97,68.17,70.73,4.810,150.307,8.40,
2021/02/27 08:03:05,13.551,25.394,32.577,50.180,49748.658,1021.451,21.392,18.48,18.48,58.69,72.30,4.916,153.648,8.38,
2021/02/27 08:03:05,13.432,25.397,32.560,50.160,49725.432,1021.437,21.379,15.07,15.07,46.77,73.58,5.004,156.396,8.37,
2021/02/27 08:03:05,13.312,25.400,32.522,50.110,49673.010,1021.406,21.349,12.75,12.75,38.61,74.71,5.082,158.811,8.39,
2021/02/27 08:03:05,13.264,25.404,32.465,50.036,49595.304,1021.362,21.305,9.92,9.92,28.58,75.70,5.151,160.964,8.39,
2021/02/27 08:03:05,13.168,25.413,32.412,49.972,49522.151,1021.319,21.262,7.51,7.51,21.56,76.63,5.215,162.977,8.39,
2021/02/27 08:03:05,13.048,25.421,32.403,49.966,49507.921,1021.309,21.252,6.88,6.88,20.14,77.38,5.265,164.557,8.39,
2021/02/27 08:03:05,12.953,25.424,32.369,49.923,49462.035,1021.282,21.226,7.05,7.05,20.43,78.10,5.315,166.105,8.37,
2021/02/27 08:03:06,12.833,25.429,32.340,49.887,49421.123,1021.258,21.203,6.39,6.39,16.79,78.68,5.356,167.382,8.39,
2021/02/27 08:03:06,12.713,25.447,32.192,49.701,49217.159,1021.140,21.085,5.84,5.84,14.93,79.29,5.400,168.755,8.38,
2021/02/27 08:03:06,12.617,25.464,32.020,49.481,48980.827,1021.005,20.951,5.26,5.26,13.24,79.82,5.440,169.999,8.38,
2021/02/27 08:03:06,12.522,25.503,31.586,48.920,48384.590,1020.666,20.612,4.50,4.50,10.38,80.40,5.490,171.579,8.37,
2021/02/27 08:03:06,12.426,25.557,31.421,48.743,48152.873,1020.525,20.471,4.01,4.01,8.56,80.92,5.526,172.691,8.38,
2021/02/27 08:03:06,12.330,25.591,31.395,48.740,48113.946,1020.495,20.441,4.02,4.02,7.96,81.36,5.554,173.562,8.39,
2021/02/27 08:03:06,12.258,25.610,31.455,48.840,48193.282,1020.534,20.481,4.03,4.03,7.83,81.81,5.581,174.414,8.38,
2021/02/27 08:03:06,12.187,25.619,31.374,48.736,48081.794,1020.470,20.417,3.76,3.76,7.17,82.33,5.618,175.568,8.39,
2021/02/27 08:03:06,12.115,25.632,31.152,48.441,47777.032,1020.298,20.246,3.71,3.71,7.13,82.78,5.654,176.696,8.40,
2021/02/27 08:03:06,12.067,25.657,31.045,48.316,47627.621,1020.210,20.158,3.93,3.93,7.09,83.18,5.683,177.616,8.40,
2021/02/27 08:03:07,12.019,25.683,30.995,48.270,47556.005,1020.164,20.112,3.72,3.72,6.24,83.53,5.708,178.379,8.38,
2021/02/27 08:03:07,12.019,25.696,30.963,48.238,47511.038,1020.136,20.084,3.79,3.79,5.67,83.88,5.732,179.128,8.38,
2021/02/27 08:03:07,11.971,25.714,30.881,48.140,47396.119,1020.068,20.016,3.59,3.59,5.37,84.23,5.758,179.938,8.39,
2021/02/27 08:03:07,11.947,25.734,30.818,48.072,47308.190,1020.015,19.963,3.73,3.73,5.05,84.52,5.778,180.579,8.38,
2021/02/27 08:03:07,11.899,25.756,30.693,47.918,47134.277,1019.914,19.862,4.15,4.15,4.80,84.80,5.800,181.257,8.39,
2021/02/27 08:03:07,11.851,25.783,30.358,47.475,46671.213,1019.653,19.602,3.87,3.87,4.58,85.08,5.828,182.125,8.38,
2021/02/27 08:03:07,11.780,25.812,30.247,47.346,46515.988,1019.561,19.510,3.68,3.68,4.35,85.23,5.838,182.439,8.38,
2021/02/27 08:03:07,11.660,25.831,29.812,46.755,45915.560,1019.227,19.176,3.69,3.69,4.28,85.38,5.858,183.085,8.38,
2021/02/27 08:03:07,11.564,25.850,29.609,46.486,45632.990,1019.068,19.018,3.42,3.42,4.00,85.66,5.882,183.825,8.39,
2021/02/27 08:03:07,11.516,25.886,29.340,46.142,45259.114,1018.855,18.805,3.63,3.63,3.66,85.96,5.908,184.646,8.39,
2021/02/27 08:03:08,11.396,25.954,28.908,45.592,44654.616,1018.508,18.459,3.49,3.49,3.52,86.28,5.942,185.690,8.39,
2021/02/27 08:03:08,11.301,26.015,28.807,45.504,44509.646,1018.413,18.364,3.30,3.30,3.64,86.70,5.970,186.580,8.37,
2021/02/27 08:03:08,11.157,26.041,28.765,45.466,44448.727,1018.373,18.325,3.13,3.13,3.48,87.05,5.992,187.253,8.38,
2021/02/27 08:03:08,11.013,26.043,28.643,45.296,44280.155,1018.281,18.233,3.29,3.29,3.71,87.43,6.021,188.171,8.39,
2021/02/27 08:03:08,10.894,26.050,28.492,45.088,44069.819,1018.164,18.117,3.64,3.64,4.00,87.80,6.051,189.106,8.38,
2021/02/27 08:03:08,10.798,26.074,28.382,44.952,43914.611,1018.074,18.027,3.31,3.31,3.71,88.22,6.080,190.023,8.38,
2021/02/27 08:03:08,10.702,26.100,28.204,44.722,43665.713,1017.932,17.885,3.19,3.19,3.32,88.51,6.103,190.728,8.39,
2021/02/27 08:03:08,10.582,26.120,28.132,44.637,43563.268,1017.871,17.825,3.31,3.31,3.36,88.85,6.127,191.482,8.38,
2021/02/27 08:03:08,10.463,26.131,28.154,44.678,43593.191,1017.883,17.838,3.37,3.37,3.52,89.08,6.140,191.893,8.37,
2021/02/27 08:03:08,10.319,26.133,27.951,44.390,43310.531,1017.730,17.685,3.37,3.37,3.35,89.30,6.162,192.576,8.37,
2021/02/27 08:03:09,10.151,26.138,27.876,44.288,43206.591,1017.671,17.627,3.23,3.23,2.87,89.49,6.178,193.073,8.37,
2021/02/27 08:03:09,10.008,26.152,27.837,44.244,43150.335,1017.637,17.593,3.18,3.18,2.72,89.73,6.195,193.615,8.38,
2021/02/27 08:03:09,9.888,26.166,27.742,44.121,43017.525,1017.561,17.518,3.10,3.10,2.58,89.91,6.209,194.041,8.36,
2021/02/27 08:03:09,9.792,26.175,27.692,44.057,42947.126,1017.520,17.478,3.19,3.19,2.82,89.99,6.215,194.235,8.37,
2021/02/27 08:03:09,9.673,26.183,27.643,43.993,42877.725,1017.480,17.438,3.53,3.53,4.58,90.20,6.230,194.700,8.37,
2021/02/27 08:03:09,9.529,26.190,27.576,43.904,42784.178,1017.428,17.386,3.70,3.70,6.79,90.45,6.249,195.283,8.37,
2021/02/27 08:03:09,9.385,26.192,27.424,43.688,42572.184,1017.312,17.271,3.31,3.31,5.64,90.57,6.262,195.701,8.37,
2021/02/27 08:03:09,9.242,26.199,27.335,43.567,42447.636,1017.243,17.202,3.26,3.26,3.87,90.74,6.277,196.153,8.38,
2021/02/27 08:03:09,9.098,26.211,27.306,43.536,42405.747,1017.216,17.177,2.86,2.86,3.00,90.86,6.285,196.420,8.39,
2021/02/27 08:03:09,8.954,26.225,27.190,43.381,42243.093,1017.124,17.086,2.66,2.66,2.45,90.95,6.294,196.685,8.38,
2021/02/27 08:03:10,8.883,26.238,27.109,43.276,42128.659,1017.059,17.021,2.39,2.39,2.23,91.13,6.308,197.122,8.37,
2021/02/27 08:03:10,8.787,26.247,27.048,43.195,42042.319,1017.010,16.972,2.32,2.32,2.42,91.29,6.320,197.504,8.37,
2021/02/27 08:03:10,8.667,26.255,27.042,43.193,42033.122,1017.003,16.965,2.33,2.33,2.41,91.45,6.330,197.831,8.37,
2021/02/27 08:03:10,8.547,26.258,27.022,43.168,42005.849,1016.987,16.950,2.40,2.40,2.35,91.61,6.342,198.190,8.37,
2021/02/27 08:03:10,8.380,26.255,26.972,43.094,41936.549,1016.949,16.913,2.42,2.42,2.16,91.68,6.348,198.372,8.39,
2021/02/27 08:03:10,8.212,26.259,26.926,43.030,41870.587,1016.912,16.876,2.58,2.58,2.06,91.80,6.358,198.685,8.38,
2021/02/27 08:03:10,8.045,26.266,26.886,42.979,41814.295,1016.879,16.844,2.55,2.55,1.96,91.75,6.355,198.595,8.39,
2021/02/27 08:03:10,7.949,26.272,26.798,42.858,41691.069,1016.811,16.777,2.51,2.51,1.99,91.92,6.369,199.049,8.38,
2021/02/27 08:03:10,7.853,26.281,26.690,42.711,41539.922,1016.727,16.693,2.49,2.49,1.95,92.11,6.385,199.556,8.38,
2021/02/27 08:03:10,7.757,26.288,26.647,42.653,41478.379,1016.692,16.658,2.61,2.61,1.93,92.19,6.391,199.739,8.37,
2021/02/27 08:03:11,7.614,26.290,26.674,42.695,41516.631,1016.711,16.678,2.76,2.76,2.02,92.26,6.395,199.853,8.39,
2021/02/27 08:03:11,7.446,26.293,26.538,42.501,41325.574,1016.608,16.575,2.62,2.62,2.05,92.36,6.406,200.213,8.38,
2021/02/27 08:03:11,7.278,26.302,26.406,42.318,41139.998,1016.505,16.473,2.61,2.61,2.05,92.48,6.419,200.615,8.37,
2021/02/27 08:03:11,7.159,26.311,26.333,42.220,41036.697,1016.447,16.416,2.80,2.80,2.23,92.51,6.423,200.742,8.38,
2021/02/27 08:03:11,7.063,26.320,26.216,42.059,40872.737,1016.356,16.326,2.88,2.88,2.16,92.60,6.432,201.021,8.38,
2021/02/27 08:03:11,6.991,26.329,26.111,41.915,40724.471,1016.274,16.244,2.79,2.79,2.24,92.73,6.444,201.372,8.38,
2021/02/27 08:03:11,6.895,26.342,25.999,41.765,40566.659,1016.186,16.156,2.88,2.88,2.17,92.69,6.444,201.374,8.38,
2021/02/27 08:03:11,6.800,26.352,26.031,41.817,40609.501,1016.206,16.176,2.73,2.73,2.33,92.80,6.449,201.543,8.38,
2021/02/27 08:03:11,6.632,26.353,25.806,41.493,40293.778,1016.036,16.007,2.76,2.76,2.40,92.92,6.465,202.048,8.39,
2021/02/27 08:03:11,6.464,26.353,25.740,41.398,40201.126,1015.986,15.958,2.93,2.93,2.47,92.91,6.466,202.082,8.38,
2021/02/27 08:03:12,6.297,26.363,25.498,41.056,39860.783,1015.801,15.774,2.97,2.97,2.73,92.91,6.475,202.344,8.37,
2021/02/27 08:03:12,6.153,26.380,25.383,40.903,39697.339,1015.709,15.682,2.91,2.91,2.76,93.15,6.494,202.955,8.38,
2021/02/27 08:03:12,6.057,26.395,25.210,40.663,39452.615,1015.574,15.548,2.85,2.85,2.66,93.17,6.501,203.159,8.37,
2021/02/27 08:03:12,5.962,26.411,24.875,40.189,38979.032,1015.318,15.292,2.82,2.82,2.65,93.17,6.512,203.514,8.38,
2021/02/27 08:03:12,5.842,26.425,24.827,40.129,38909.074,1015.277,15.251,3.12,3.12,3.03,93.29,6.520,203.760,8.38,
2021/02/27 08:03:12,5.698,26.432,24.309,39.380,38176.950,1014.886,14.861,3.30,3.30,2.73,93.40,6.545,204.556,8.38,
2021/02/27 08:03:12,5.555,26.437,24.280,39.341,38134.815,1014.861,14.837,3.45,3.45,2.54,93.36,6.543,204.486,8.38,
2021/02/27 08:03:12,5.363,26.451,23.558,38.295,37109.861,1014.315,14.292,3.41,3.41,2.45,93.38,6.570,205.313,8.38,
2021/02/27 08:03:12,5.243,26.464,23.302,37.928,36744.254,1014.119,14.096,2.97,2.97,2.16,93.33,6.574,205.441,8.36,
2021/02/27 08:03:12,5.148,26.467,23.036,37.539,36365.072,1013.918,13.896,2.73,2.73,1.95,93.14,6.570,205.319,8.37,
2021/02/27 08:03:13,5.100,26.465,22.665,36.991,35836.050,1013.641,13.619,2.67,2.67,1.93,92.92,6.568,205.256,8.37,
2021/02/27 08:03:13,4.980,26.464,22.224,36.340,35205.950,1013.311,13.289,2.64,2.64,2.05,92.56,6.559,204.990,8.39,
2021/02/27 08:03:13,4.860,26.463,22.170,36.259,35128.156,1013.270,13.248,2.56,2.56,1.95,92.29,6.542,204.447,8.38,
2021/02/27 08:03:13,4.717,26.464,21.829,35.754,34638.529,1013.013,12.993,2.57,2.57,1.99,92.07,6.539,204.345,8.39,
2021/02/27 08:03:13,4.597,26.463,21.067,34.622,33542.663,1012.443,12.422,2.62,2.62,2.05,91.74,6.543,204.487,8.37,
2021/02/27 08:03:13,4.453,26.462,20.602,33.928,32871.200,1012.094,12.074,2.67,2.67,2.07,91.58,6.549,204.678,8.36,
2021/02/27 08:03:13,4.334,26.461,20.061,33.120,32088.459,1011.689,11.670,2.82,2.82,2.26,91.36,6.554,204.813,8.37,
2021/02/27 08:03:13,4.286,26.452,19.343,32.037,31045.355,1011.154,11.135,2.88,2.88,2.31,90.96,6.553,204.787,8.37,
2021/02/27 08:03:13,4.190,26.359,18.480,30.681,29789.874,1010.535,10.517,2.93,2.93,2.58,90.32,6.543,204.475,8.36,
2021/02/27 08:03:13,4.094,26.179,18.283,30.276,29510.719,1010.440,10.422,2.95,2.95,2.65,89.83,6.532,204.147,8.37,
2021/02/27 08:03:14,3.974,26.081,18.360,30.334,29628.645,1010.526,10.508,3.00,3.00,2.66,89.49,6.520,203.768,8.39,
2021/02/27 08:03:14,3.855,26.061,17.984,29.756,29077.479,1010.250,10.233,3.06,3.06,2.75,89.49,6.544,204.515,8.38,
2021/02/27 08:03:14,3.759,25.855,16.735,27.757,27244.037,1009.374,9.357,3.22,3.22,2.87,89.16,6.583,205.721,8.37,
2021/02/27 08:03:14,3.639,25.587,16.348,27.027,26682.238,1009.160,9.144,3.32,3.32,2.97,88.90,6.600,206.254,8.39,
2021/02/27 08:03:14,3.519,25.450,16.287,26.862,26598.599,1009.153,9.137,3.39,3.39,3.20,88.90,6.615,206.739,8.37,
2021/02/27 08:03:14,3.472,25.403,16.320,26.887,26650.864,1009.191,9.175,3.40,3.40,3.14,89.04,6.630,207.193,8.37,
2021/02/27 08:03:14,3.400,25.403,16.282,26.830,26593.749,1009.162,9.147,3.44,3.44,3.31,89.16,6.641,207.537,8.38,
2021/02/27 08:03:14,3.328,25.413,16.293,26.851,26609.682,1009.167,9.152,3.43,3.43,3.10,89.18,6.642,207.581,8.38,
2021/02/27 08:03:14,3.232,25.419,16.287,26.846,26600.748,1009.161,9.146,3.50,3.50,3.11,89.21,6.647,207.721,8.38,
2021/02/27 08:03:14,3.112,25.422,16.264,26.813,26566.459,1009.142,9.128,3.62,3.62,3.04,89.28,6.653,207.908,8.38,
2021/02/27 08:03:15,2.993,25.428,16.261,26.811,26561.079,1009.137,9.124,3.56,3.56,2.99,89.38,6.661,208.159,8.38,
2021/02/27 08:03:15,2.849,25.451,16.275,26.846,26581.790,1009.141,9.128,3.56,3.56,2.89,89.54,6.670,208.456,8.38,
2021/02/27 08:03:15,2.753,25.485,16.294,26.892,26608.000,1009.145,9.133,3.54,3.54,2.79,89.57,6.667,208.353,8.37,
2021/02/27 08:03:15,2.658,25.534,16.293,26.916,26603.956,1009.130,9.118,3.50,3.50,2.69,89.77,6.677,208.660,8.37,
2021/02/27 08:03:15,2.610,25.583,16.258,26.890,26549.638,1009.090,9.078,3.50,3.50,2.59,89.92,6.685,208.934,8.37,
2021/02/27 08:03:15,2.562,25.618,16.192,26.809,26449.392,1009.030,9.019,3.45,3.45,2.61,89.93,6.685,208.928,8.38,
2021/02/27 08:03:15,2.466,25.629,16.124,26.712,26347.287,1008.976,8.965,3.54,3.54,2.63,89.97,6.690,209.064,8.37,
2021/02/27 08:03:15,2.346,25.635,16.107,26.689,26321.578,1008.961,8.950,3.44,3.44,2.48,89.99,6.691,209.094,8.37,
2021/02/27 08:03:15,2.251,25.644,16.063,26.627,26254.643,1008.924,8.914,3.44,3.44,2.42,90.17,6.704,209.522,8.37,
2021/02/27 08:03:15,2.131,25.706,15.969,26.517,26111.462,1008.836,8.827,3.32,3.32,2.30,90.31,6.712,209.773,8.37,
2021/02/27 08:03:16,2.059,25.779,15.932,26.500,26053.405,1008.787,8.778,3.32,3.32,2.24,90.47,6.719,209.985,8.37,
2021/02/27 08:03:16,1.987,25.828,15.897,26.473,25998.786,1008.747,8.738,3.42,3.42,2.34,90.52,6.720,210.011,8.38,
2021/02/27 08:03:16,1.915,25.862,15.833,26.392,25901.547,1008.689,8.681,3.59,3.59,2.85,90.59,6.723,210.112,8.38,
2021/02/27 08:03:16,1.891,25.890,15.769,26.309,25803.859,1008.633,8.624,3.60,3.60,2.94,90.73,6.734,210.445,8.39,
2021/02/27 08:03:16,1.820,25.904,15.749,26.286,25773.643,1008.614,8.606,3.53,3.53,2.76,90.76,6.734,210.466,8.37,
2021/02/27 08:03:16,1.724,25.909,15.743,26.280,25765.007,1008.608,8.600,3.68,3.68,2.76,90.84,6.740,210.629,8.37,
2021/02/27 08:03:16,1.652,25.911,15.693,26.204,25689.344,1008.569,8.561,3.69,3.69,2.92,90.87,6.743,210.736,8.37,
2021/02/27 08:03:16,1.532,25.917,15.664,26.164,25646.015,1008.545,8.538,3.50,3.50,2.69,90.85,6.741,210.680,8.37,
2021/02/27 08:03:16,1.460,25.926,15.678,26.189,25666.317,1008.552,8.546,3.38,3.38,2.40,90.91,6.745,210.791,8.37,
2021/02/27 08:03:16,1.365,25.934,15.679,26.194,25667.059,1008.550,8.544,3.26,3.26,2.09,91.00,6.751,210.983,8.37,
2021/02/27 08:03:17,1.293,25.928,15.623,26.107,25584.983,1008.510,8.505,3.23,3.23,2.03,90.95,6.749,210.925,8.36,
2021/02/27 08:03:17,1.365,25.914,15.575,26.026,25513.091,1008.478,8.472,3.25,3.25,2.17,90.98,6.755,211.108,8.37,
2021/02/27 08:03:17,1.269,25.903,15.555,25.990,25484.368,1008.467,8.461,3.32,3.32,2.30,90.91,6.752,211.020,8.36,
2021/02/27 08:03:17,1.221,25.892,15.400,25.747,25251.763,1008.353,8.347,3.28,3.28,2.27,90.92,6.760,211.259,8.38,
2021/02/27 08:03:17,1.101,25.885,15.280,25.561,25072.799,1008.265,8.260,3.44,3.44,2.20,91.13,6.780,211.898,8.38,
2021/02/27 08:03:17,1.053,25.887,15.230,25.486,24998.429,1008.227,8.222,3.44,3.44,1.98,91.03,6.775,211.720,8.37,
2021/02/27 08:03:17,0.982,25.892,15.157,25.377,24888.130,1008.170,8.166,3.33,3.33,1.77,91.09,6.782,211.937,8.39,
2021/02/27 08:03:17,0.886,25.898,15.039,25.199,24710.843,1008.080,8.076,3.23,3.23,1.57,91.07,6.784,212.006,8.37,
2021/02/27 08:03:17,0.862,25.903,14.972,25.099,24610.625,1008.029,8.025,3.28,3.28,1.53,91.16,6.793,212.281,8.36,
2021/02/27 08:03:17,0.838,25.906,14.954,25.073,24582.898,1008.014,8.010,3.23,3.23,1.53,91.25,6.799,212.493,8.38,
2021/02/27 08:03:18,0.814,25.907,14.933,25.042,24551.955,1007.998,7.994,3.28,3.28,1.70,91.32,6.805,212.684,8.37,
2021/02/27 08:03:18,0.742,25.909,14.923,25.027,24536.505,1007.990,7.986,3.39,3.39,1.91,91.27,6.802,212.570,8.38,
2021/02/27 08:03:18,0.646,25.909,14.903,24.997,24506.698,1007.974,7.971,3.35,3.35,1.75,91.39,6.812,212.879,8.38,
2021/02/27 08:03:18,0.575,25.909,14.899,24.990,24499.818,1007.970,7.968,3.22,3.22,1.51,91.49,6.819,213.110,8.37,
2021/02/27 08:03:18,0.503,25.910,14.884,24.967,24477.072,1007.958,7.956,3.13,3.13,1.34,91.44,6.816,213.008,8.39,
2021/02/27 08:03:18,0.455,25.911,14.877,24.957,24466.801,1007.953,7.951,3.12,3.12,1.20,91.47,6.818,213.075,8.39,
2021/02/27 08:03:18,0.383,25.913,14.822,24.874,24383.787,1007.911,7.909,3.19,3.19,1.25,91.51,6.824,213.255,8.37,
2021/02/27 08:03:18,0.383,25.915,14.788,24.822,24332.616,1007.885,7.883,3.22,3.22,1.37,91.52,6.825,213.307,8.38,
2021/02/27 08:03:18,0.383,25.918,14.756,24.776,24285.182,1007.860,7.859,3.37,3.37,1.60,91.66,6.837,213.662,8.37,
2021/02/27 08:03:18,0.335,25.920,14.749,24.765,24274.404,1007.855,7.853,3.50,3.50,1.82,91.63,6.834,213.574,8.38,
2021/02/27 08:03:19,0.239,25.919,14.748,24.764,24273.183,1007.854,7.852,3.39,3.39,1.58,91.82,6.849,214.041,8.39,
2021/02/27 08:03:19,0.144,25.920,14.744,24.757,24266.200,1007.849,7.849,3.22,3.22,1.20,91.86,6.851,214.111,8.37,
2021/02/27 08:03:19,0.120,25.920,14.726,24.731,24239.872,1007.836,7.836,3.28,3.28,1.16,91.81,6.848,214.024,8.38,
