// JOGOS
// Version 1.01
// File Date:2021/04/06 09:37:12
// (C) 2020 JFE Advantech Co., Ltd.

[Format]
FormatVersion=1.00
DataFormat=1
Delimiter=0
Model=JOGOS

[Head]
SondeName=ASTD152-ALC-R02
SondeNo=0237
SensorType=D0D1T1C1C2K0U3O0TOB0
SensorType2=06070303000202020302
Channel=10
Comment=
MeasMode=0

PreHeat=5000
Interval=100
SampleCnt=6240

StartTime=2021/02/27 07:55:14
EndTime=2021/02/27 08:05:37

DepAdjRho=1.0250

ECA=0
ECB=1
ECDeg=25
ECCoef=0.022

CHLA=0
CHLB=1

PC_SWA=0
PC_SWB=0
PC_SWC=0
PC_SWD=0

DepthZero=0
StartDepthA=0
StartDepthB=0

FilmNo=132001A

CondDepB=0
DepM=0

FormulaDOM=0
ExplanationDOM=Weiss (1970)

CoefDate=2013/07/08

Ch1=-7.85300379e-01,2.394208470e-04,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.63364400e00,1.067494000e-03,-1.24584300e-08,2.836957000e-13,-3.37097900e-18,2.420048000e-23,0.000000000e00,0.000000000e00,
Ch4=1.394719000e-03,3.828444000e01,-2.63250700e-02,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-4.938645000000,7.551445000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch7=-9.054095000000,1.394010000e-02,4.966240000e-08,2.081400000e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch8=-4.43118500e01,2.409749000e06,-6.22440000e03,1.040000000e-02,4.500000000e-03,0.000000000e00,0.000000000e00,1.0000000000000,
Ch9=-5.46463000e00,1.026533000e-03,-8.39820400e-09,1.096716000e-13,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,

[Item]
Measurement Date/Time,Press. [dbar],Temp. [℃],Salinity,Cond. [mS/cm],EC [μS/cm],Density [kg/m3],SigmaT,Chl-Flu. [ppb],Chl-a [ppb],Turb. [FTU],DO [%],DO [mg/l],DO [μmol/l],Batt. [V]
2021/02/27 07:56:58,-1.245,22.779,0.074,0.143,150.242,997.643,-2.352,0.61,0.61,0.98,94.39,7.857,245.541,8.38,
2021/02/27 07:56:58,-1.245,22.787,0.073,0.142,149.456,997.640,-2.354,0.66,0.66,0.73,94.37,7.855,245.493,8.38,
2021/02/27 07:56:58,-1.245,22.798,0.073,0.142,148.892,997.638,-2.357,0.60,0.60,1.13,94.38,7.857,245.557,8.38,
2021/02/27 07:56:59,-1.221,22.811,0.073,0.141,147.716,997.634,-2.360,0.57,0.57,1.49,94.39,7.858,245.593,8.37,
2021/02/27 07:56:59,-1.245,22.801,0.072,0.140,146.663,997.636,-2.358,0.29,0.29,2.48,94.29,7.850,245.339,8.35,
2021/02/27 07:56:59,-1.221,22.784,0.072,0.139,146.350,997.640,-2.354,0.36,0.36,1.84,94.37,7.858,245.583,8.37,
2021/02/27 07:56:59,-1.221,22.768,0.072,0.139,145.855,997.644,-2.351,0.45,0.45,1.30,94.29,7.852,245.399,8.38,
2021/02/27 07:56:59,-1.245,22.754,0.071,0.138,145.138,997.647,-2.348,0.56,0.56,1.11,94.18,7.843,245.110,8.38,
2021/02/27 07:56:59,-1.245,22.752,0.071,0.137,144.457,997.647,-2.348,0.65,0.65,0.92,94.18,7.843,245.110,8.35,
2021/02/27 07:56:59,-1.221,22.756,0.071,0.137,144.087,997.646,-2.349,0.60,0.60,0.87,94.18,7.844,245.139,8.34,
2021/02/27 07:56:59,-1.245,22.763,0.071,0.136,143.210,997.644,-2.351,0.54,0.54,0.71,94.18,7.845,245.162,8.36,
2021/02/27 07:56:59,-1.245,22.768,0.070,0.136,142.893,997.643,-2.352,0.49,0.49,0.95,94.21,7.848,245.260,8.35,
2021/02/27 07:56:59,-1.245,22.774,0.070,0.135,142.476,997.641,-2.353,0.48,0.48,0.91,94.25,7.851,245.370,8.38,
2021/02/27 07:57:00,-1.245,22.786,0.070,0.135,142.133,997.638,-2.356,0.42,0.42,1.01,94.31,7.856,245.529,8.38,
2021/02/27 07:57:00,-1.221,22.808,0.070,0.134,141.229,997.633,-2.362,0.42,0.42,1.16,94.30,7.855,245.496,8.37,
2021/02/27 07:57:00,-1.245,22.831,0.069,0.134,140.782,997.627,-2.367,0.46,0.46,1.13,94.35,7.865,245.810,8.37,
2021/02/27 07:57:00,-1.245,22.852,0.069,0.134,140.133,997.622,-2.373,0.59,0.59,0.92,94.44,7.875,246.119,8.38,
2021/02/27 07:57:00,-1.245,22.873,0.069,0.133,139.555,997.617,-2.378,0.59,0.59,0.97,94.38,7.871,245.975,8.34,
2021/02/27 07:57:00,-1.221,22.894,0.069,0.133,138.965,997.612,-2.383,0.40,0.40,0.90,94.38,7.870,245.961,8.36,
2021/02/27 07:57:00,-1.245,22.923,0.068,0.132,138.490,997.604,-2.390,0.38,0.38,0.98,94.33,7.866,245.830,8.36,
2021/02/27 07:57:00,-1.245,22.947,0.068,0.132,138.087,997.599,-2.396,0.45,0.45,0.83,94.37,7.868,245.876,8.39,
2021/02/27 07:57:00,-1.221,22.965,0.068,0.131,137.544,997.594,-2.400,0.48,0.48,0.81,94.36,7.866,245.841,8.37,
2021/02/27 07:57:00,-1.221,22.986,0.068,0.131,137.074,997.589,-2.405,0.51,0.51,0.87,94.37,7.867,245.854,8.37,
2021/02/27 07:57:01,-1.245,23.007,0.068,0.131,136.522,997.584,-2.410,0.45,0.45,0.91,94.27,7.857,245.533,8.37,
2021/02/27 07:57:01,-1.245,23.035,0.067,0.130,136.022,997.577,-2.417,0.47,0.47,0.81,94.39,7.867,245.844,8.37,
2021/02/27 07:57:01,-1.245,23.073,0.067,0.130,135.580,997.568,-2.426,0.45,0.45,1.11,94.46,7.872,246.001,8.37,
2021/02/27 07:57:01,-1.221,23.112,0.067,0.130,135.121,997.559,-2.436,0.44,0.44,0.94,94.42,7.868,245.883,8.34,
2021/02/27 07:57:01,-1.245,23.146,0.067,0.129,134.270,997.550,-2.444,0.65,0.65,1.34,94.29,7.857,245.545,8.39,
2021/02/27 07:57:01,-1.245,23.178,0.066,0.128,133.454,997.542,-2.452,0.46,0.46,1.11,94.19,7.848,245.261,8.36,
2021/02/27 07:57:01,-1.245,23.216,0.066,0.128,133.006,997.533,-2.461,0.28,0.28,0.81,94.03,7.834,244.826,8.37,
2021/02/27 07:57:01,-1.221,23.256,0.066,0.128,132.725,997.523,-2.471,0.42,0.42,0.88,93.98,7.828,244.639,8.38,
2021/02/27 07:57:01,-1.245,23.286,0.066,0.127,131.886,997.516,-2.478,0.33,0.33,0.69,93.86,7.817,244.308,8.37,
2021/02/27 07:57:01,-1.245,23.292,0.065,0.127,131.674,997.514,-2.480,0.29,0.29,0.55,93.70,7.804,243.896,8.37,
2021/02/27 07:57:02,-1.245,23.267,0.066,0.127,131.845,997.520,-2.474,0.41,0.41,0.25,93.63,7.798,243.698,8.37,
2021/02/27 07:57:02,-1.221,23.233,0.065,0.126,131.329,997.528,-2.466,0.45,0.45,0.41,93.61,7.797,243.665,8.37,
2021/02/27 07:57:02,-1.245,23.208,0.065,0.126,131.223,997.534,-2.460,0.72,0.72,0.78,93.56,7.793,243.534,8.37,
2021/02/27 07:57:02,-1.245,23.204,0.065,0.126,131.064,997.535,-2.459,0.96,0.96,0.95,93.67,7.802,243.815,8.37,
2021/02/27 07:57:02,-1.221,23.215,0.065,0.126,130.825,997.533,-2.462,1.07,1.07,1.36,93.74,7.807,243.978,8.38,
2021/02/27 07:57:02,-1.245,23.237,0.065,0.126,131.300,997.528,-2.467,1.00,1.00,1.75,93.79,7.810,244.086,8.36,
2021/02/27 07:57:02,-1.221,23.276,0.066,0.127,131.866,997.518,-2.476,1.00,1.00,2.40,93.95,7.823,244.476,8.38,
2021/02/27 07:57:02,-1.221,23.299,0.065,0.127,131.640,997.513,-2.482,1.49,1.49,3.55,93.78,7.810,244.065,8.37,
2021/02/27 07:57:02,-1.245,23.324,0.428,0.842,874.056,997.782,-2.213,8.31,8.31,15.10,93.93,7.804,243.899,8.36,
2021/02/27 07:57:02,-1.173,24.156,14.776,23.947,24400.370,1008.357,8.362,12.01,12.01,22.30,95.27,7.239,226.242,8.38,
2021/02/27 07:57:03,-1.197,25.102,5.762,10.244,10220.700,1001.346,1.352,25.49,25.49,25.88,95.77,7.600,237.513,8.37,
2021/02/27 07:57:03,-1.197,25.522,8.986,15.589,15412.219,1003.648,3.653,50.32,50.32,34.26,95.54,7.411,231.607,8.38,
2021/02/27 07:57:03,-1.197,25.697,9.237,16.045,15802.914,1003.787,3.793,32.28,32.28,27.00,95.15,7.356,229.891,8.37,
2021/02/27 07:57:03,-1.173,25.775,9.716,16.836,16553.884,1004.124,4.129,20.20,20.20,18.25,94.77,7.300,228.131,8.37,
2021/02/27 07:57:03,-1.173,25.808,8.932,15.590,15318.062,1003.529,3.534,14.61,14.61,12.43,94.42,7.303,228.233,8.36,
2021/02/27 07:57:03,-1.197,25.824,8.806,15.393,15118.507,1003.430,3.435,9.49,9.49,8.74,94.17,7.288,227.750,8.38,
2021/02/27 07:57:03,-1.197,25.832,8.927,15.589,15309.240,1003.518,3.523,7.03,7.03,6.06,94.00,7.267,227.118,8.38,
2021/02/27 07:57:03,-1.149,25.836,12.992,22.014,21616.718,1006.557,6.562,5.74,5.74,5.22,93.86,7.091,221.611,8.39,
2021/02/27 07:57:03,-1.101,25.841,14.673,24.611,24163.514,1007.814,7.819,5.94,5.94,5.98,93.74,7.012,219.151,8.36,
2021/02/27 07:57:03,-1.053,25.850,14.664,24.602,24149.726,1007.805,7.809,8.39,8.39,9.11,93.62,7.002,218.828,8.35,
2021/02/27 07:57:04,-1.006,25.859,14.671,24.616,24159.347,1007.807,7.812,6.11,6.11,6.03,93.52,6.992,218.511,8.37,
2021/02/27 07:57:04,-0.934,25.862,14.638,24.567,24109.708,1007.782,7.786,4.92,4.92,4.14,93.43,6.986,218.331,8.37,
2021/02/27 07:57:04,-0.838,25.863,14.698,24.659,24199.842,1007.827,7.831,5.41,5.41,3.22,93.33,6.977,218.031,8.37,
2021/02/27 07:57:04,-0.742,25.865,14.700,24.663,24202.364,1007.828,7.832,4.67,4.67,2.76,93.22,6.968,217.778,8.36,
2021/02/27 07:57:04,-0.646,25.865,14.703,24.668,24206.977,1007.831,7.834,4.18,4.18,2.55,93.11,6.960,217.505,8.36,
2021/02/27 07:57:04,-0.575,25.868,14.704,24.671,24208.548,1007.831,7.834,4.02,4.02,2.44,93.10,6.958,217.462,8.37,
2021/02/27 07:57:04,-0.455,25.876,14.703,24.673,24206.692,1007.829,7.831,3.85,3.85,2.34,93.09,6.956,217.396,8.39,
2021/02/27 07:57:04,-0.383,25.886,14.704,24.680,24208.469,1007.827,7.829,3.73,3.73,2.24,93.04,6.950,217.204,8.37,
2021/02/27 07:57:04,-0.263,25.896,14.702,24.682,24204.676,1007.823,7.824,3.62,3.62,2.07,93.04,6.949,217.171,8.38,
2021/02/27 07:57:04,-0.192,25.902,14.705,24.689,24208.313,1007.824,7.825,3.65,3.65,2.10,93.04,6.949,217.156,8.39,
2021/02/27 07:57:05,-0.120,25.908,14.704,24.691,24207.712,1007.822,7.823,3.81,3.81,2.13,93.08,6.951,217.237,8.37,
2021/02/27 07:57:05,-0.048,25.910,14.707,24.696,24211.624,1007.824,7.824,3.81,3.81,2.10,92.89,6.938,216.813,8.37,
2021/02/27 07:57:05,0.024,25.908,14.706,24.694,24210.663,1007.825,7.824,3.75,3.75,2.07,92.89,6.937,216.796,8.37,
2021/02/27 07:57:05,0.096,25.898,14.705,24.688,24209.451,1007.827,7.826,3.68,3.68,2.09,92.92,6.940,216.884,8.37,
2021/02/27 07:57:05,0.168,25.890,14.708,24.688,24213.577,1007.831,7.831,3.66,3.66,2.09,92.81,6.932,216.650,8.37,
2021/02/27 07:57:05,0.239,25.885,14.710,24.689,24217.290,1007.835,7.834,3.58,3.58,2.02,92.87,6.937,216.782,8.37,
2021/02/27 07:57:05,0.263,25.883,14.710,24.688,24217.602,1007.836,7.834,3.59,3.59,1.98,92.79,6.931,216.605,8.36,
2021/02/27 07:57:05,0.359,25.884,14.716,24.698,24226.389,1007.840,7.838,3.77,3.77,1.99,92.75,6.927,216.483,8.37,
2021/02/27 07:57:05,0.407,25.886,14.717,24.699,24227.153,1007.840,7.838,3.62,3.62,1.96,92.87,6.936,216.757,8.36,
2021/02/27 07:57:05,0.479,25.884,14.718,24.700,24229.033,1007.842,7.840,3.56,3.56,1.93,92.85,6.934,216.708,8.37,
2021/02/27 07:57:06,0.551,25.883,14.720,24.702,24231.667,1007.844,7.841,3.59,3.59,1.98,92.81,6.931,216.621,8.37,
2021/02/27 07:57:06,0.622,25.874,14.778,24.787,24319.695,1007.890,7.887,3.65,3.65,2.14,92.73,6.925,216.405,8.37,
2021/02/27 07:57:06,0.718,25.853,14.811,24.827,24369.934,1007.921,7.918,3.63,3.63,2.21,92.72,6.924,216.391,8.37,
2021/02/27 07:57:06,0.814,25.847,14.804,24.815,24360.999,1007.919,7.915,3.77,3.77,2.27,92.76,6.927,216.497,8.37,
2021/02/27 07:57:06,0.910,25.848,14.798,24.806,24351.246,1007.914,7.910,3.69,3.69,2.20,92.69,6.923,216.354,8.36,
2021/02/27 07:57:06,1.006,25.846,14.795,24.799,24346.385,1007.913,7.908,3.70,3.70,2.26,92.64,6.919,216.243,8.39,
2021/02/27 07:57:06,1.101,25.820,14.863,24.892,24451.008,1007.972,7.967,3.70,3.70,2.23,92.62,6.918,216.210,8.37,
2021/02/27 07:57:06,1.221,25.792,14.910,24.950,24523.017,1008.015,8.010,3.72,3.72,2.23,92.56,6.915,216.107,8.35,
2021/02/27 07:57:06,1.317,25.777,14.956,25.012,24591.405,1008.054,8.048,3.68,3.68,2.26,92.49,6.910,215.951,8.36,
2021/02/27 07:57:06,1.437,25.730,15.141,25.271,24871.578,1008.206,8.200,3.65,3.65,2.44,92.39,6.900,215.650,8.38,
2021/02/27 07:57:07,1.532,25.672,15.194,25.324,24954.599,1008.263,8.256,3.76,3.76,2.55,92.21,6.889,215.310,8.36,
2021/02/27 07:57:07,1.652,25.641,15.209,25.331,24978.144,1008.283,8.276,3.71,3.71,2.58,92.16,6.889,215.283,8.37,
2021/02/27 07:57:07,1.772,25.605,15.266,25.400,25065.777,1008.337,8.329,3.67,3.67,2.59,92.08,6.884,215.151,8.37,
2021/02/27 07:57:07,1.867,25.566,15.274,25.392,25079.704,1008.355,8.346,3.84,3.84,2.68,91.93,6.876,214.898,8.38,
2021/02/27 07:57:07,2.011,25.556,15.275,25.388,25081.242,1008.359,8.350,3.70,3.70,2.68,91.86,6.872,214.773,8.37,
2021/02/27 07:57:07,2.107,25.559,15.260,25.366,25058.475,1008.347,8.338,3.69,3.69,2.73,91.71,6.862,214.457,8.38,
2021/02/27 07:57:07,2.227,25.562,15.305,25.438,25126.806,1008.381,8.371,3.69,3.69,2.79,91.63,6.855,214.247,8.38,
2021/02/27 07:57:07,2.346,25.490,15.430,25.590,25317.134,1008.495,8.485,3.73,3.73,2.82,91.40,6.841,213.792,8.39,
2021/02/27 07:57:07,2.442,25.418,15.534,25.711,25476.692,1008.594,8.583,3.61,3.61,2.80,91.20,6.829,213.411,8.38,
2021/02/27 07:57:07,2.562,25.367,15.641,25.846,25639.477,1008.689,8.677,3.58,3.58,2.87,91.14,6.826,213.311,8.38,
2021/02/27 07:57:08,2.682,25.335,15.693,25.908,25718.147,1008.737,8.725,3.56,3.56,2.97,90.97,6.815,212.968,8.39,
2021/02/27 07:57:08,2.801,25.312,15.794,26.048,25870.647,1008.819,8.807,3.53,3.53,3.03,90.93,6.810,212.832,8.37,
2021/02/27 07:57:08,2.921,25.290,15.898,26.193,26026.773,1008.904,8.891,3.61,3.61,3.03,90.91,6.807,212.740,8.37,
2021/02/27 07:57:08,3.041,25.279,15.959,26.279,26118.488,1008.953,8.940,3.67,3.67,3.00,90.86,6.803,212.610,8.36,
2021/02/27 07:57:08,3.160,25.271,16.092,26.475,26317.502,1009.056,9.042,4.17,4.17,3.18,90.80,6.795,212.351,8.38,
2021/02/27 07:57:08,3.304,25.268,16.214,26.657,26500.303,1009.149,9.134,3.96,3.96,3.21,90.79,6.790,212.194,8.37,
2021/02/27 07:57:08,3.448,25.268,16.310,26.800,26642.922,1009.221,9.206,3.82,3.82,3.13,90.75,6.784,212.003,8.35,
2021/02/27 07:57:08,3.567,25.269,16.466,27.035,26875.948,1009.339,9.323,3.69,3.69,3.08,90.80,6.782,211.940,8.38,
2021/02/27 07:57:08,3.687,25.269,16.577,27.200,27039.731,1009.422,9.405,3.62,3.62,3.07,90.85,6.781,211.909,8.37,
2021/02/27 07:57:08,3.807,25.270,16.631,27.281,27120.625,1009.463,9.446,3.48,3.48,2.99,90.86,6.780,211.892,8.38,
2021/02/27 07:57:09,3.974,25.271,16.826,27.574,27410.901,1009.610,9.592,3.44,3.44,2.89,90.97,6.781,211.906,8.37,
2021/02/27 07:57:09,4.094,25.283,16.996,27.835,27662.498,1009.734,9.716,3.47,3.47,2.75,91.13,6.785,212.038,8.34,
2021/02/27 07:57:09,4.238,25.290,17.099,27.992,27814.333,1009.810,9.791,3.41,3.41,2.68,91.34,6.796,212.376,8.37,
2021/02/27 07:57:09,4.357,25.296,17.179,28.115,27932.810,1009.869,9.850,3.39,3.39,2.61,91.44,6.800,212.500,8.38,
2021/02/27 07:57:09,4.501,25.299,17.266,28.246,28060.714,1009.933,9.913,3.59,3.59,2.70,91.62,6.809,212.806,8.36,
2021/02/27 07:57:09,4.669,25.314,17.474,28.564,28367.617,1010.086,10.065,3.75,3.75,2.73,91.82,6.814,212.965,8.38,
2021/02/27 07:57:09,4.812,25.325,17.891,29.190,28982.438,1010.396,10.374,3.62,3.62,2.68,92.02,6.812,212.884,8.37,
2021/02/27 07:57:09,4.956,25.346,18.075,29.476,29253.219,1010.529,10.507,3.71,3.71,2.62,92.23,6.819,213.101,8.36,
2021/02/27 07:57:09,5.076,25.372,18.268,29.777,29535.624,1010.666,10.644,3.47,3.47,2.62,92.29,6.813,212.915,8.36,
2021/02/27 07:57:09,5.243,25.394,18.462,30.077,29818.421,1010.806,10.783,3.41,3.41,2.75,92.46,6.816,213.004,8.37,
2021/02/27 07:57:10,5.363,25.364,18.621,30.295,30054.122,1010.934,10.911,3.41,3.41,3.11,92.30,6.800,212.522,8.37,
2021/02/27 07:57:10,5.507,25.305,18.863,30.616,30411.661,1011.133,11.108,3.44,3.44,3.64,92.20,6.789,212.182,8.37,
2021/02/27 07:57:10,5.626,25.259,18.953,30.721,30547.264,1011.214,11.190,3.32,3.32,3.62,91.99,6.775,211.744,8.37,
2021/02/27 07:57:10,5.770,25.218,19.288,31.189,31039.640,1011.478,11.452,3.22,3.22,3.70,91.72,6.746,210.832,8.38,
2021/02/27 07:57:10,5.938,25.365,21.159,34.020,33749.131,1012.840,12.814,3.22,3.22,3.74,91.63,6.654,207.962,8.37,
2021/02/27 07:57:10,6.105,25.796,23.674,37.976,37322.778,1014.601,14.574,3.01,3.01,3.50,92.00,6.547,204.595,8.36,
2021/02/27 07:57:10,6.225,26.141,24.032,38.755,37806.252,1014.768,14.741,2.71,2.71,3.03,92.08,6.505,203.281,8.38,
2021/02/27 07:57:10,6.369,26.308,24.193,39.115,38021.400,1014.839,14.811,2.64,2.64,2.73,92.14,6.486,202.697,8.39,
2021/02/27 07:57:10,6.536,26.386,24.352,39.407,38241.260,1014.935,14.907,3.04,3.04,2.70,92.10,6.468,202.150,8.37,
2021/02/27 07:57:10,6.656,26.414,24.483,39.619,38424.027,1015.026,14.997,3.16,3.16,2.65,92.09,6.459,201.850,8.38,
2021/02/27 07:57:11,6.800,26.418,24.680,39.910,38702.689,1015.173,15.143,3.25,3.25,2.65,92.07,6.449,201.537,8.37,
2021/02/27 07:57:11,6.943,26.411,24.789,40.064,38857.097,1015.257,15.227,3.25,3.25,2.61,92.16,6.450,201.579,8.36,
2021/02/27 07:57:11,7.063,26.403,24.883,40.194,38990.496,1015.331,15.300,3.25,3.25,2.55,92.14,6.446,201.456,8.36,
2021/02/27 07:57:11,7.207,26.396,24.975,40.322,39120.985,1015.402,15.371,3.32,3.32,2.51,92.26,6.451,201.607,8.36,
2021/02/27 07:57:11,7.326,26.389,24.995,40.347,39150.224,1015.420,15.388,3.13,3.13,2.51,92.29,6.452,201.647,8.38,
2021/02/27 07:57:11,7.470,26.385,25.035,40.401,39206.227,1015.452,15.419,2.89,2.89,2.45,92.26,6.449,201.547,8.36,
2021/02/27 07:57:11,7.614,26.377,25.334,40.830,39628.969,1015.679,15.646,2.70,2.70,2.41,92.27,6.439,201.236,8.36,
2021/02/27 07:57:11,7.757,26.361,25.789,41.475,40269.769,1016.026,15.992,2.64,2.64,2.38,92.23,6.421,200.659,8.38,
2021/02/27 07:57:11,7.925,26.346,25.997,41.765,40563.757,1016.188,16.153,2.83,2.83,2.30,92.26,6.417,200.543,8.36,
2021/02/27 07:57:11,8.068,26.339,26.107,41.917,40717.688,1016.273,16.237,2.94,2.94,2.21,92.20,6.409,200.291,8.38,
2021/02/27 07:57:12,8.188,26.333,26.147,41.970,40774.249,1016.305,16.269,2.84,2.84,2.09,92.21,6.409,200.280,8.37,
2021/02/27 07:57:12,8.332,26.327,26.207,42.053,40860.210,1016.353,16.317,3.07,3.07,2.19,92.26,6.410,200.336,8.36,
2021/02/27 07:57:12,8.452,26.322,26.204,42.044,40855.741,1016.352,16.316,2.91,2.91,2.27,92.33,6.416,200.510,8.37,
2021/02/27 07:57:12,8.595,26.319,26.262,42.125,40936.988,1016.397,16.360,2.75,2.75,2.23,92.43,6.421,200.671,8.38,
2021/02/27 07:57:12,8.691,26.314,26.276,42.142,40957.947,1016.410,16.372,2.81,2.81,2.59,92.40,6.419,200.610,8.35,
2021/02/27 07:57:12,8.715,26.312,26.273,42.135,40953.028,1016.408,16.370,2.86,2.86,6.75,92.34,6.415,200.479,8.36,
2021/02/27 07:57:12,8.739,26.311,26.166,41.981,40804.200,1016.329,16.291,3.12,3.12,14.11,92.30,6.416,200.521,8.38,
2021/02/27 07:57:12,8.763,26.310,26.148,41.953,40777.780,1016.315,16.277,3.13,3.13,14.82,92.27,6.416,200.497,8.38,
2021/02/27 07:57:12,8.787,26.311,26.125,41.920,40745.614,1016.298,16.260,3.51,3.51,13.14,92.33,6.421,200.658,8.38,
2021/02/27 07:57:12,8.811,26.310,26.105,41.892,40718.323,1016.283,16.245,4.45,4.45,16.60,92.23,6.415,200.467,8.37,
2021/02/27 07:57:13,8.811,26.312,26.035,41.791,40619.032,1016.230,16.192,5.82,5.82,22.73,92.16,6.412,200.383,8.39,
2021/02/27 07:57:13,8.835,26.311,26.007,41.751,40580.002,1016.209,16.171,6.49,6.49,27.16,92.01,6.402,200.072,8.36,
2021/02/27 07:57:13,8.835,26.310,26.085,41.863,40690.518,1016.269,16.230,6.41,6.41,44.36,92.00,6.399,199.978,8.37,
2021/02/27 07:57:13,8.835,26.311,26.112,41.902,40727.492,1016.288,16.250,5.61,5.61,84.41,92.06,6.402,200.071,8.38,
2021/02/27 07:57:13,8.835,26.311,26.109,41.898,40723.480,1016.286,16.248,5.29,5.29,109.37,92.03,6.400,200.013,8.38,
2021/02/27 07:57:13,8.811,26.313,26.073,41.848,40672.382,1016.258,16.220,4.40,4.40,84.08,92.15,6.409,200.307,8.36,
2021/02/27 07:57:13,8.811,26.316,26.000,41.745,40570.243,1016.203,16.164,6.54,6.54,56.75,92.14,6.411,200.372,8.38,
2021/02/27 07:57:13,8.787,26.319,25.980,41.718,40541.304,1016.186,16.148,6.37,6.37,52.36,92.13,6.412,200.378,8.38,
2021/02/27 07:57:13,8.739,26.320,26.012,41.765,40586.367,1016.210,16.172,6.49,6.49,39.12,92.11,6.409,200.296,8.38,
2021/02/27 07:57:13,8.691,26.317,26.084,41.867,40688.181,1016.265,16.227,5.84,5.84,23.80,92.17,6.411,200.360,8.38,
2021/02/27 07:57:14,8.619,26.315,26.079,41.858,40681.411,1016.262,16.224,9.36,9.36,31.97,92.12,6.407,200.247,8.36,
2021/02/27 07:57:14,8.523,26.313,26.073,41.847,40672.179,1016.257,16.220,7.81,7.81,27.02,92.11,6.406,200.198,8.37,
2021/02/27 07:57:14,8.404,26.313,26.065,41.836,40661.515,1016.251,16.214,10.72,10.72,54.38,92.19,6.412,200.385,8.37,
2021/02/27 07:57:14,8.308,26.315,26.073,41.849,40672.934,1016.256,16.220,16.12,16.12,78.33,92.14,6.408,200.257,8.36,
2021/02/27 07:57:14,8.260,26.314,26.064,41.836,40660.680,1016.249,16.213,12.60,12.60,59.11,92.20,6.412,200.401,8.36,
2021/02/27 07:57:14,8.188,26.316,25.962,41.689,40516.374,1016.171,16.136,9.66,9.66,41.84,92.17,6.414,200.455,8.36,
2021/02/27 07:57:14,8.092,26.319,25.901,41.603,40430.190,1016.124,16.089,7.45,7.45,29.23,92.19,6.417,200.557,8.38,
2021/02/27 07:57:14,7.997,26.322,25.853,41.536,40362.556,1016.087,16.052,6.21,6.21,23.84,92.27,6.425,200.780,8.39,
2021/02/27 07:57:14,7.901,26.323,25.928,41.646,40468.137,1016.142,16.108,5.81,5.81,22.93,92.22,6.418,200.587,8.38,
2021/02/27 07:57:14,7.757,26.322,25.950,41.677,40499.123,1016.159,16.125,5.52,5.52,19.92,92.25,6.419,200.617,8.38,
2021/02/27 07:57:15,7.661,26.322,26.053,41.825,40643.294,1016.236,16.202,4.99,4.99,15.41,92.27,6.417,200.545,8.39,
2021/02/27 07:57:15,7.590,26.322,26.075,41.858,40674.961,1016.252,16.219,4.10,4.10,11.35,92.27,6.417,200.530,8.36,
2021/02/27 07:57:15,7.470,26.326,26.023,41.786,40601.360,1016.211,16.179,3.62,3.62,8.03,92.26,6.417,200.548,8.37,
2021/02/27 07:57:15,7.374,26.329,25.985,41.733,40547.739,1016.181,16.149,3.46,3.46,6.28,92.32,6.423,200.720,8.37,
2021/02/27 07:57:15,7.278,26.329,25.971,41.712,40527.539,1016.170,16.138,3.56,3.56,6.02,92.36,6.425,200.793,8.38,
2021/02/27 07:57:15,7.159,26.329,25.656,41.257,40085.236,1015.933,15.902,3.52,3.52,5.53,92.39,6.438,201.205,8.36,
2021/02/27 07:57:15,7.087,26.331,25.640,41.237,40063.307,1015.921,15.890,3.37,3.37,4.60,92.40,6.440,201.261,8.38,
2021/02/27 07:57:15,6.991,26.341,25.333,40.799,39629.383,1015.686,15.656,3.10,3.10,3.97,92.45,6.453,201.673,8.37,
2021/02/27 07:57:15,6.943,26.355,25.177,40.584,39409.790,1015.566,15.536,2.90,2.90,3.35,92.42,6.456,201.748,8.36,
2021/02/27 07:57:15,6.871,26.365,25.123,40.513,39332.240,1015.522,15.492,2.85,2.85,2.97,92.42,6.457,201.798,8.36,
2021/02/27 07:57:16,6.776,26.372,25.152,40.560,39372.252,1015.541,15.511,2.85,2.85,3.06,92.45,6.458,201.816,8.37,
2021/02/27 07:57:16,6.680,26.371,25.107,40.495,39309.655,1015.507,15.478,2.85,2.85,3.04,92.47,6.460,201.883,8.37,
2021/02/27 07:57:16,6.512,26.370,24.985,40.317,39137.687,1015.415,15.387,2.89,2.89,2.99,92.48,6.465,202.032,8.37,
